w,k,Output,Index,Symbol
Ó,œ,211,8217,Óœ
œ,Ą,339,8218,œĄ
Ąā,Ą,815,8219,ĄāĄ
ĄăĂą,Ą,7746,8220,ĄăĂąĄ
ĄÿĀ,ÿ,4006,8221,ĄÿĀÿ
ÿþÿĀ,,613,8222,ÿþÿĀ
,n,152,8223,n
n,Ő,110,8224,nŐ
Ő,ė,336,8225,Őė
ė,ħ,279,8226,ėħ
ħ,Į,295,8227,ħĮ
ĮĔ,Ù,2294,8228,ĮĔÙ
Ù,a,217,8229,Ùa
a,é,97,8230,aé
é,ÿ,233,8231,éÿ
ÿÿþĀ,Ő,582,8232,ÿÿþĀŐ
Ő,Ʃ,336,8233,ŐƩ
Ʃ,Ā,425,8234,ƩĀ
Āÿā,û,787,8235,Āÿāû
ûï,W,4192,8236,ûïW
W,Í,87,8237,WÍ
Í,ǒ,205,8238,Íǒ
ǒ,Ę,466,8239,ǒĘ
Ę,ò,280,8240,Ęò
ò,þ,242,8241,òþ
þú,ú,1858,8242,þúú
úú,í,1290,8243,úúí
í,±,237,8244,í±
±,ő,177,8245,±ő
ő,č,337,8246,őč
čü,ü,1374,8247,čüü
üă,ÿ,962,8248,üăÿ
ÿþĀþĀ,þ,5514,8249,ÿþĀþĀþ
þÿþĀÿ,ÿ,2164,8250,þÿþĀÿÿ
ÿÿÿÿÿÿþĀ,Û,3630,8251,ÿÿÿÿÿÿþĀÛ
Û,»,219,8252,Û»
»,Ķ,187,8253,»Ķ
ĶĈ,ÿ,3060,8254,ĶĈÿ
ÿÿ,ă,513,8255,ÿÿă
ăāā,ÿ,2205,8256,ăāāÿ
ÿþÿÿĀĀ,ā,777,8257,ÿþÿÿĀĀā
āþþĀ,Ā,5440,8258,āþþĀĀ
ĀāĀ,ÿ,3880,8259,ĀāĀÿ
ÿĀÿÿ,Ā,566,8260,ÿĀÿÿĀ
Āāāā,Ā,4882,8261,ĀāāāĀ
ĀþĀĀÿ,ÿ,4971,8262,ĀþĀĀÿÿ
ÿÿýÿ,Ă,2309,8263,ÿÿýÿĂ
Ăþþÿ,ÿ,7411,8264,Ăþþÿÿ
ÿÿþÿÿþ,þ,4176,8265,ÿÿþÿÿþþ
þÿÿý,ÿ,2140,8266,þÿÿýÿ
ÿÿþþÿý,ÿ,5351,8267,ÿÿþþÿýÿ
ÿýþÿ,ý,5228,8268,ÿýþÿý
ýÿý,ÿ,1036,8269,ýÿýÿ
ÿÿÿĀÿÿ,ý,626,8270,ÿÿÿĀÿÿý
ýÿþ,û,1072,8271,ýÿþû
ûĀ,ă,1076,8272,ûĀă
ăĀÿ,ú,1735,8273,ăĀÿú
úò,Õ,1002,8274,úòÕ
Õ,ĸ,213,8275,Õĸ
ĸ,ŀ,312,8276,ĸŀ
ŀā,Ā,2949,8277,ŀāĀ
Āþü,ª,1257,8278,Āþüª
ª,ß,170,8279,ªß
ß,ĺ,223,8280,ßĺ
ĺ,ú,314,8281,ĺú
úĂþ,ÿ,3660,8282,úĂþÿ
ÿÿÿ,Ğ,514,8283,ÿÿÿĞ
Ğ,Ĉ,286,8284,ĞĈ
Ĉþ,ā,1497,8285,Ĉþā
āþÿÿÿþ,Ā,7266,8286,āþÿÿÿþĀ
ĀþĀÿþ,ā,727,8287,ĀþĀÿþā
āüÿ,Ā,4163,8288,āüÿĀ
Āó,Á,8070,8289,ĀóÁ
Á,ă,193,8290,Áă
ă,ņ,259,8291,ăņ
ņ,ā,326,8292,ņā
āāă,ą,4615,8293,āāăą
ąą,ă,1115,8294,ąąă
ăĀĀ,ÿ,3051,8295,ăĀĀÿ
ÿþĀÿ,ü,843,8296,ÿþĀÿü
ü,±,252,8297,ü±
±,Á,177,8298,±Á
Á,ƌ,193,8299,Áƌ
ƌ,Ā,396,8300,ƌĀ
ĀĀÿ,ü,822,8301,ĀĀÿü
üĂ,I,891,8302,üĂI
I,¸,73,8303,I¸
¸,ÿ,184,8304,¸ÿ
ÿÿþÿ,Ă,718,8305,ÿÿþÿĂ
Ăüÿ,ÿ,3040,8306,Ăüÿÿ
ÿÿą,Ơ,4154,8307,ÿÿąƠ
Ơ,Ĺ,416,8308,ƠĹ
Ĺ,Ð,313,8309,ĹÐ
Ð,Ì,208,8310,ÐÌ
Ì,©,204,8311,Ì©
©,Ă,169,8312,©Ă
Ă,Ǎ,258,8313,ĂǍ
Ǎ,ÿ,461,8314,Ǎÿ
ÿüú,ø,5427,8315,ÿüúø
øü,ø,755,8316,øüø
øü,¢,755,8317,øü¢
¢,ĳ,162,8318,¢ĳ
ĳ,ĩ,307,8319,ĳĩ
ĩĂ,ÿ,8211,8320,ĩĂÿ
ÿü,ā,879,8321,ÿüā
āþÿÿÿÿ,þ,4975,8322,āþÿÿÿÿþ
þÿĀþÿ,ă,1365,8323,þÿĀþÿă
ă,ë,259,8324,ăë
ë,­,235,8325,ë­
­,Ŝ,173,8326,­Ŝ
Ŝ,ą,348,8327,Ŝą
ąă,Ć,3776,8328,ąăĆ
Ćă,Ă,817,8329,ĆăĂ
ĂĄĄ,ā,5487,8330,ĂĄĄā
āÿĀ,ý,788,8331,āÿĀý
ýÿþ,í,1072,8332,ýÿþí
í,(,237,8333,í(
(,ğ,40,8334,(ğ
ğ,Ķ,287,8335,ğĶ
Ķ,Ċ,310,8336,ĶĊ
Ċ,Ĭ,266,8337,ĊĬ
Ĭ,ĥ,300,8338,Ĭĥ
ĥ,ę,293,8339,ĥę
ę,Ý,281,8340,ęÝ
Ý,,221,8341,Ý
,½,146,8342,½
½,ï,189,8343,½ï
ïā,Ğ,2288,8344,ïāĞ
Ğ,Ŝ,286,8345,ĞŜ
Ŝ,Ū,348,8346,ŜŪ
Ū,ċ,362,8347,Ūċ
ċ,Ă,267,8348,ċĂ
Ăā,à,760,8349,Ăāà
à,,224,8350,à
,,159,8351,
,Ş,138,8352,Ş
Ş,Ɣ,350,8353,ŞƔ
Ɣ,ö,404,8354,Ɣö
öÿ,ù,4037,8355,öÿù
ùû,ú,1250,8356,ùûú
úý,Ö,1385,8357,úýÖ
Ö,Ó,214,8358,ÖÓ
Ó,Ŏ,211,8359,ÓŎ
Ŏ,ā,334,8360,Ŏā
āþÿÿ,ā,1099,8361,āþÿÿā
āþÿĀÿ,þ,7026,8362,āþÿĀÿþ
þÿþĀ,þ,1335,8363,þÿþĀþ
þÿĀÿþ,Ā,7607,8364,þÿĀÿþĀ
ĀþÿĀ,ä,666,8365,ĀþÿĀä
ä,¯,228,8366,ä¯
¯,ī,175,8367,¯ī
ī,Ę,299,8368,īĘ
Ęü,Ć,2218,8369,ĘüĆ
Ćý,ā,3878,8370,Ćýā
āāĀÿ,þ,4574,8371,āāĀÿþ
þû,ø,1591,8372,þûø
øú,ø,828,8373,øúø
øûú,û,6439,8374,øûúû
ûüý,û,3542,8375,ûüýû
ûþþ,ÿ,2627,8376,ûþþÿ
ÿþā,Ă,887,8377,ÿþāĂ
ĂĂĂ,Ā,4377,8378,ĂĂĂĀ
Ā,ċ,256,8379,Āċ
ċĄ,Ć,1070,8380,ċĄĆ
Ćć,ć,1419,8381,Ććć
ćą,ă,1114,8382,ćąă
ăāÿÿ,ÿ,7332,8383,ăāÿÿÿ
ÿþÿĀþÿÿ,þ,7721,8384,ÿþÿĀþÿÿþ
þÿþþ,ÿ,697,8385,þÿþþÿ
ÿÿÿû,ÿ,874,8386,ÿÿÿûÿ
ÿþÿþÿ,ý,6246,8387,ÿþÿþÿý
ýÿþ,þ,1072,8388,ýÿþþ
þþý,ÿ,3100,8389,þþýÿ
ÿĀÿþā,ü,5439,8390,ÿĀÿþāü
üāĀ,ù,1867,8391,üāĀù
ùü,Ă,2893,8392,ùüĂ
ĂĂā,õ,3533,8393,ĂĂāõ
õĀ,Ý,1007,8394,õĀÝ
Ý,ý,221,8395,Ýý
ý,ţ,253,8396,ýţ
ţ,Ĉ,355,8397,ţĈ
Ĉÿ,þ,6978,8398,Ĉÿþ
þú,,1858,8399,þú
,Ď,145,8400,Ď
Ď,Ĥ,270,8401,ĎĤ
Ĥý,ă,7436,8402,Ĥýă
ăü,ÿ,1231,8403,ăüÿ
ÿÿą,Ĝ,4154,8404,ÿÿąĜ
Ĝă,ÿ,1589,8405,Ĝăÿ
ÿÿþĀÿþ,Ā,2937,8406,ÿÿþĀÿþĀ
ĀþÿÿÿĀý,ÿ,4855,8407,ĀþÿÿÿĀýÿ
ÿă,ü,2012,8408,ÿăü
ü÷,»,1562,8409,ü÷»
»ċ,Ł,7305,8410,»ċŁ
Ł,ÿ,321,8411,Łÿ
ÿă,ą,2012,8412,ÿăą
ąăĄ,Ą,6534,8413,ąăĄĄ
Ąāÿÿ,þ,2409,8414,Ąāÿÿþ
þĀý,ā,658,8415,þĀýā
ā,,257,8416,ā
,x,140,8417,x
x,ǂ,120,8418,xǂ
ǂ,ı,450,8419,ǂı
ıĂ,ÿ,5711,8420,ıĂÿ
ÿÿ,,513,8421,ÿÿ
,,130,8422,
,ÿ,128,8423,ÿ
ÿÿÿÿÿÿÿÿÿĀ,ÿ,4491,8424,ÿÿÿÿÿÿÿÿÿĀÿ
ÿ,Ű,255,8425,ÿŰ
Ű,ų,368,8426,Űų
ų,Ý,371,8427,ųÝ
ÝÄ,±,7015,8428,ÝÄ±
±,Ù,177,8429,±Ù
Ù,ǐ,217,8430,Ùǐ
ǐ,Ė,464,8431,ǐĖ
Ėù,÷,4020,8432,Ėù÷
÷ü,ú,6349,8433,÷üú
úùú,¦,7208,8434,úùú¦
¦,ı,166,8435,¦ı
ıĩ,ÿ,1043,8436,ıĩÿ
ÿāý,ÿ,857,8437,ÿāýÿ
ÿÿĀÿÿþÿÿ,þ,7361,8438,ÿÿĀÿÿþÿÿþ
þÿĀĀü,¦,2470,8439,þÿĀĀü¦
¦,Ļ,166,8440,¦Ļ
Ļ,ğ,315,8441,Ļğ
ğă,Ă,2660,8442,ğăĂ
ĂĄă,Ą,2867,8443,ĂĄăĄ
Ąąā,Ā,4573,8444,ĄąāĀ
Āÿÿþÿþ,w,7082,8445,Āÿÿþÿþw
w,,119,8446,w
,Ś,146,8447,Ś
ŚĂ,Ě,8057,8448,ŚĂĚ
Ě,Ĥ,282,8449,ĚĤ
Ĥ,Ě,292,8450,ĤĚ
Ě,ĝ,282,8451,Ěĝ
ĝ,ă,285,8452,ĝă
ăã,ã,6227,8453,ăãã
ã,ą,227,8454,ãą
ą,Ģ,261,8455,ąĢ
Ģ,Ď,290,8456,ĢĎ
Ď,õ,270,8457,Ďõ
õ,ì,245,8458,õì
ìí,Ü,807,8459,ìíÜ
ÜÚ,Ñ,4059,8460,ÜÚÑ
Ñ,Ç,209,8461,ÑÇ
Ç,ǂ,199,8462,Çǂ
ǂ,Ĵ,450,8463,ǂĴ
Ĵ,õ,308,8464,Ĵõ
õú,ÿ,916,8465,õúÿ
ÿ,ö,255,8466,ÿö
ö,ü,246,8467,öü
üă,²,962,8468,üă²
²,ċ,178,8469,²ċ
ċ,ķ,267,8470,ċķ
ķ,þ,311,8471,ķþ
þÿÿĀĀþÿ,þ,5490,8472,þÿÿĀĀþÿþ
þĀþĀÿþ,þ,6102,8473,þĀþĀÿþþ
þÿĀÿÿĀ,þ,6933,8474,þÿĀÿÿĀþ
þÿĀ,÷,527,8475,þÿĀ÷
÷,¥,247,8476,÷¥
¥,Ċ,165,8477,¥Ċ
ĊĮ,Ă,7145,8478,ĊĮĂ
Ăü,Ĉ,1866,8479,ĂüĈ
Ĉý,ö,2322,8480,Ĉýö
öï,í,6512,8481,öïí
í,õ,237,8482,íõ
õ,ù,245,8483,õù
ùùú,ü,8022,8484,ùùúü
üāÿ,þ,3594,8485,üāÿþ
þÿā,ā,1272,8486,þÿāā
āāÿā,ā,4767,8487,āāÿāā
āÿþý,þ,1880,8488,āÿþýþ
þþüÿ,ý,4111,8489,þþüÿý
ýÿ,Ă,654,8490,ýÿĂ
ĂĄ,Ċ,814,8491,ĂĄĊ
Ċ,ĉ,266,8492,Ċĉ
ĉ,Ď,265,8493,ĉĎ
Ď,Č,270,8494,ĎČ
ČĎ,ĉ,1031,8495,ČĎĉ
ĉĄ,ă,987,8496,ĉĄă
ăÿþþ,þ,4851,8497,ăÿþþþ
þÿÿþ,þ,678,8498,þÿÿþþ
þýþþ,Ă,7820,8499,þýþþĂ
Ăû,ý,860,8500,Ăûý
ýÿÿý,Ā,6337,8501,ýÿÿýĀ
Āþý,ÿ,1336,8502,Āþýÿ
ÿþþÿÿ,þ,7379,8503,ÿþþÿÿþ
þĀþÿþ,þ,4280,8504,þĀþÿþþ
þþüÿ,ā,4111,8505,þþüÿā
āû,ú,1346,8506,āûú
úû,Î,1202,8507,úûÎ
Î,Ť,206,8508,ÎŤ
Ť,ě,356,8509,Ťě
ěĂ,þ,6153,8510,ěĂþ
þ,ì,254,8511,þì
ì,,236,8512,ì
ĥ,Ĝ,6954,8513,ĥĜ
Ĝ,û,284,8514,Ĝû
ûĀÿ,þ,4755,8515,ûĀÿþ
þÿ,Ĉ,523,8516,þÿĈ
Ĉ,Ě,264,8517,ĈĚ
ĚĂ,þ,958,8518,ĚĂþ
þĀþÿĀÿ,ÿ,5362,8519,þĀþÿĀÿÿ
ÿþĀÿþ,ÿ,3807,8520,ÿþĀÿþÿ
ÿþÿĂ,þ,7182,8521,ÿþÿĂþ
þ÷,º,7353,8522,þ÷º
º,Ċ,186,8523,ºĊ
Ċ,Ń,266,8524,ĊŃ
Ń,þ,323,8525,Ńþ
þă,ą,1672,8526,þăą
ąĄĄ,ă,7892,8527,ąĄĄă
ăāþ,Ā,2995,8528,ăāþĀ
ĀýĂ,ÿ,859,8529,ĀýĂÿ
ÿý,r,542,8530,ÿýr
r,,114,8531,r
,ŧ,152,8532,ŧ
ŧ,ţ,359,8533,ŧţ
ţ,Ġ,355,8534,ţĠ
Ġ,ì,288,8535,Ġì
ì,z,236,8536,ìz
z,¢,122,8537,z¢
¢,þ,162,8538,¢þ
þÿÿÿÿÿÿÿÿÿÿ,ā,1424,8539,þÿÿÿÿÿÿÿÿÿÿā
ā,ŉ,257,8540,āŉ
ŉ,Ɣ,329,8541,ŉƔ
Ɣ,ê,404,8542,Ɣê
ê,Ç,234,8543,êÇ
Ç,²,199,8544,Ç²
²,Ã,178,8545,²Ã
Ã,ǌ,195,8546,Ãǌ
ǌ,Ĥ,460,8547,ǌĤ
Ĥ,ù,292,8548,Ĥù
ù÷,û,5508,8549,ù÷û
ûû,ú,1662,8550,ûûú
úú,¥,1290,8551,úú¥
¥,ĳ,165,8552,¥ĳ
ĳ,Ĩ,307,8553,ĳĨ
Ĩ,þ,296,8554,Ĩþ
þÿÿÿĀþÿÿ,Ā,5755,8555,þÿÿÿĀþÿÿĀ
Āýÿÿ,ÿ,1581,8556,Āýÿÿÿ
ÿÿĀþ,À,548,8557,ÿÿĀþÀ
À,ÿ,192,8558,Àÿ
ÿ,Ń,255,8559,ÿŃ
ŃĀ,ā,4472,8560,ŃĀā
āĄă,Ą,2530,8561,āĄăĄ
Ąăă,ā,5134,8562,Ąăăā
āÿÿÿþÿ,â,5585,8563,āÿÿÿþÿâ
â,2,226,8564,â2
2,Ė,50,8565,2Ė
Ė,Ľ,278,8566,ĖĽ
Ľÿ,ē,5318,8567,Ľÿē
ē,Ġ,275,8568,ēĠ
Ġ,ĕ,288,8569,Ġĕ
ĕ,ē,277,8570,ĕē
ēč,ă,985,8571,ēčă
ăā,ø,1129,8572,ăāø
øõ,é,7419,8573,øõé
é,å,233,8574,éå
å,Ü,229,8575,åÜ
Üï,÷,1729,8576,Üï÷
÷,©,247,8577,÷©
©,ŉ,169,8578,©ŉ
ŉ,Ƨ,329,8579,ŉƧ
Ƨ,ø,423,8580,Ƨø
øý,ý,5143,8581,øýý
ýøú,ü,2335,8582,ýøúü
üù,§,3400,8583,üù§
§,ľ,167,8584,§ľ
ľ,ě,318,8585,ľě
ě,ý,283,8586,ěý
ýĀþĀ,ý,1159,8587,ýĀþĀý
ýāþÿ,ÿ,5281,8588,ýāþÿÿ
ÿÿĀý,Ā,2486,8589,ÿÿĀýĀ
ĀþÿĀþ,ā,2366,8590,ĀþÿĀþā
āþÿĀ,ý,1304,8591,āþÿĀý
ýÿ,À,654,8592,ýÿÀ
À,Ö,192,8593,ÀÖ
Ö,Ķ,214,8594,ÖĶ
Ķď,ÿ,3437,8595,Ķďÿ
ÿ,ä,255,8596,ÿä
ä,é,228,8597,äé
é,ó,233,8598,éó
ó,÷,243,8599,ó÷
÷ā,ÿ,1689,8600,÷āÿ
ÿû,Ă,1960,8601,ÿûĂ
ĂĆ,Ĉ,2196,8602,ĂĆĈ
Ĉć,Ċ,1912,8603,ĈćĊ
Ċ,ċ,266,8604,Ċċ
ċĈ,Ą,5300,8605,ċĈĄ
ĄĄ,Ă,5251,8606,ĄĄĂ
Ăą,ÿ,4687,8607,Ăąÿ
ÿĀĀþÿ,þ,5943,8608,ÿĀĀþÿþ
þĀù,û,6044,8609,þĀùû
ûûø,ö,5627,8610,ûûøö
öò,ò,1039,8611,öòò
ò,õ,242,8612,òõ
õ,ó,245,8613,õó
óÿ,ā,4044,8614,óÿā
āĆ,ċ,816,8615,āĆċ
ċĒ,ĕ,6940,8616,ċĒĕ
ĕ,ď,277,8617,ĕď
ď,ċ,271,8618,ďċ
ċĀ,ý,3922,8619,ċĀý
ýüý,Ă,1140,8620,ýüýĂ
Ăÿý,þ,2556,8621,Ăÿýþ
þú,ā,1858,8622,þúā
āăÿ,û,4945,8623,āăÿû
ûÿü,ý,2634,8624,ûÿüý
ýĀü,ÿ,3863,8625,ýĀüÿ
ÿýĀÿ,þ,4853,8626,ÿýĀÿþ
þĀÿþþ,þ,7061,8627,þĀÿþþþ
þýý,þ,893,8628,þýýþ
þþÿü,ú,3313,8629,þþÿüú
ú,Ø,250,8630,úØ
Ø,Ĺ,216,8631,ØĹ
Ĺ,Ĺ,313,8632,ĹĹ
Ĺ,ă,313,8633,Ĺă
ăþ,Ù,1590,8634,ăþÙ
Ù,,217,8635,Ù
,Ĺ,159,8636,Ĺ
Ĺ,Ď,313,8637,ĹĎ
Ďý,þ,1149,8638,Ďýþ
þāý,ý,5609,8639,þāýý
ýď,Ė,2254,8640,ýďĖ
ĖĀÿ,Ā,5832,8641,ĖĀÿĀ
ĀýÿÿĀ,þ,1677,8642,ĀýÿÿĀþ
þĀþÿÿĀ,ý,5990,8643,þĀþÿÿĀý
ýĂþÿ,ù,7302,8644,ýĂþÿù
ù,¹,249,8645,ù¹
¹,ĉ,185,8646,¹ĉ
ĉ,ń,265,8647,ĉń
ń,ÿ,324,8648,ńÿ
ÿăą,ă,8412,8649,ÿăąă
ăăĄ,ā,5250,8650,ăăĄā
āþĀþ,ā,6546,8651,āþĀþā
āÿü,Y,965,8652,āÿüY
Y,»,89,8653,Y»
»,Ų,187,8654,»Ų
Ų,Ĳ,370,8655,ŲĲ
Ĳĩ,¸,8210,8656,Ĳĩ¸
¸,e,184,8657,¸e
e,ÿ,101,8658,eÿ
ÿāü,ÿ,1381,8659,ÿāüÿ
ÿÿÿÿÿÿÿÿÿ,Ă,520,8660,ÿÿÿÿÿÿÿÿÿĂ
Ăģ,Ƴ,4018,8661,ĂģƳ
Ƴ,÷,435,8662,Ƴ÷
÷,Ê,247,8663,÷Ê
Ê,´,202,8664,Ê´
´,°,180,8665,´°
°,ǀ,176,8666,°ǀ
ǀ,ĸ,448,8667,ǀĸ
ĸ,õ,312,8668,ĸõ
õü,ù,3072,8669,õüù
ùû,ù,1250,8670,ùûù
ùü,¢,2893,8671,ùü¢
¢,ĸ,162,8672,¢ĸ
ĸ,ĥ,312,8673,ĸĥ
ĥ,ý,293,8674,ĥý
ýĀýĀ,Ā,3616,8675,ýĀýĀĀ
Āÿÿþÿÿÿ,Ā,7050,8676,ĀÿÿþÿÿÿĀ
Āÿý,Ă,3216,8677,ĀÿýĂ
Ăþ,â,892,8678,Ăþâ
â,¼,226,8679,â¼
¼,ţ,188,8680,¼ţ
ţ,ü,355,8681,ţü
üă,Ą,962,8682,üăĄ
ĄĂĄ,Ą,4572,8683,ĄĂĄĄ
Ąăā,ā,4375,8684,Ąăāā
āÿþā,ü,3565,8685,āÿþāü
üā,,1260,8686,üā
,,127,8687,
,Ŏ,135,8688,Ŏ
Ŏ,đ,334,8689,Ŏđ
đý,ē,4409,8690,đýē
ē,Ĕ,275,8691,ēĔ
Ĕ,ď,276,8692,Ĕď
ď,ĉ,271,8693,ďĉ
ĉ,Ĉ,265,8694,ĉĈ
ĈĀ,õ,1270,8695,ĈĀõ
õó,ì,8613,8696,õóì
ìì,ò,1614,8697,ììò
ò,ú,242,8698,òú
ú,Æ,250,8699,úÆ
Æ,â,198,8700,Æâ
â,ǈ,226,8701,âǈ
ǈ,ĥ,456,8702,ǈĥ
ĥ,ò,293,8703,ĥò
òĀ,ù,1809,8704,òĀù
ùú,ý,5272,8705,ùúý
ýþ,ã,699,8706,ýþã
ã,¶,227,8707,ã¶
¶,Ś,182,8708,¶Ś
ŚĄ,û,4519,8709,ŚĄû
ûĀĀý,ā,3856,8710,ûĀĀýā
āÿĀ,þ,788,8711,āÿĀþ
þÿÿÿÿÿÿþ,Ā,938,8712,þÿÿÿÿÿÿþĀ
ĀþÿÿĀÿ,ü,1540,8713,ĀþÿÿĀÿü
üĀ,ö,758,8714,üĀö
ö¦,ą,7100,8715,ö¦ą
ąĴ,Õ,4487,8716,ąĴÕ
Õë,ý,3174,8717,Õëý
ýāĂ,ą,2935,8718,ýāĂą
ą,Ċ,261,8719,ąĊ
Ċ,đ,266,8720,Ċđ
đ,ē,273,8721,đē
ē,ĉ,275,8722,ēĉ
ĉă,ā,1230,8723,ĉăā
āĀĂ,Ā,3138,8724,āĀĂĀ
ĀĀĂ,Ā,3802,8725,ĀĀĂĀ
ĀĀÿ,ā,822,8726,ĀĀÿā
āÿþÿ,Ā,847,8727,āÿþÿĀ
ĀÿĂ,þ,759,8728,ĀÿĂþ
þāĀ,þ,849,8729,þāĀþ
þÿÿû,ü,2223,8730,þÿÿûü
üñ,ë,2944,8731,üñë
ë,í,235,8732,ëí
í,ï,237,8733,íï
ï,ó,239,8734,ïó
óû,ā,5904,8735,óûā
āĎ,Ė,5495,8736,āĎĖ
Ė,Ĝ,278,8737,ĖĜ
Ĝ,Ď,284,8738,ĜĎ
ĎĄ,þ,4015,8739,ĎĄþ
þþýÿ,ÿ,8389,8740,þþýÿÿ
ÿû,ý,1960,8741,ÿûý
ýāü,û,8011,8742,ýāüû
ûą,û,3704,8743,ûąû
ûÿý,ÿ,4656,8744,ûÿýÿ
ÿþþÿÿþ,ÿ,8503,8745,ÿþþÿÿþÿ
ÿÿþþÿ,ü,2385,8746,ÿÿþþÿü
üþû,Ā,3206,8747,üþûĀ
ĀĀ,ù,546,8748,ĀĀù
ùè,Ā,3159,8749,ùèĀ
Ā,ş,256,8750,Āş
şĄ,ý,6968,8751,şĄý
ý,Ä,253,8752,ýÄ
Ä,¹,196,8753,Ä¹
¹,Ľ,185,8754,¹Ľ
Ľ,Ă,317,8755,ĽĂ
ĂĀÿ,Ā,2308,8756,ĂĀÿĀ
Āÿý,ĕ,3216,8757,Āÿýĕ
ĕđ,ý,838,8758,ĕđý
ýþĂ,ü,4410,8759,ýþĂü
üĀÿÿ,ÿ,6012,8760,üĀÿÿÿ
ÿĀþÿÿÿ,ý,7360,8761,ÿĀþÿÿÿý
ýăü,ā,1522,8762,ýăüā
āù,¼,1763,8763,āù¼
¼,ą,188,8764,¼ą
ą,ń,261,8765,ąń
ńÿ,ă,8648,8766,ńÿă
ăą,Ą,818,8767,ăąĄ
ĄăĄĂ,ý,6969,8768,ĄăĄĂý
ýĀÿÿþ,Ā,2546,8769,ýĀÿÿþĀ
Ā,I,256,8770,ĀI
I,Ð,73,8771,IÐ
Ð,ũ,208,8772,Ðũ
ũ,Ľ,361,8773,ũĽ
Ľ,Ģ,317,8774,ĽĢ
Ģ,¤,290,8775,Ģ¤
¤,w,164,8776,¤w
w,Ă,119,8777,wĂ
Ăÿ,û,709,8778,Ăÿû
ûÿÿÿ,ÿ,2126,8779,ûÿÿÿÿ
ÿÿÿÿĀþ,Ă,1578,8780,ÿÿÿÿĀþĂ
Ă,Ė,258,8781,ĂĖ
Ė,ƺ,278,8782,Ėƺ
ƺ,ÿ,442,8783,ƺÿ
ÿ,Ï,255,8784,ÿÏ
Ï,³,207,8785,Ï³
³,«,179,8786,³«
«,ư,171,8787,«ư
ư,Ň,432,8788,ưŇ
Ň,ö,327,8789,Ňö
öü,÷,8467,8790,öü÷
÷ü,ù,6349,8791,÷üù
ùù,¢,5391,8792,ùù¢
¢,Ŀ,162,8793,¢Ŀ
Ŀ,ġ,319,8794,Ŀġ
ġþ,þ,1999,8795,ġþþ
þýā,Ā,969,8796,þýāĀ
ĀþĀþ,þ,2163,8797,ĀþĀþþ
þĀþÿĀ,ü,2264,8798,þĀþÿĀü
üĄ,û,1823,8799,üĄû
ûû,¥,1662,8800,ûû¥
¥,Ŏ,165,8801,¥Ŏ
Ŏ,Đ,334,8802,ŎĐ
ĐĄ,Ă,2103,8803,ĐĄĂ
ĂĂ,ą,841,8804,ĂĂą
ąĄĂ,ă,7410,8805,ąĄĂă
ăĂĀ,þ,1768,8806,ăĂĀþ
þÿÿÿ,ó,537,8807,þÿÿÿó
ó,A,243,8808,óA
A,Ù,65,8809,AÙ
Ù,Œ,217,8810,ÙŒ
Œā,Ą,4944,8811,ŒāĄ
ĄĀ,ĉ,927,8812,ĄĀĉ
ĉ,Ċ,265,8813,ĉĊ
Ċă,Ā,1696,8814,ĊăĀ
Āû,ô,1467,8815,Āûô
ô,õ,244,8816,ôõ
õû,ă,7692,8817,õûă
ă,Ü,259,8818,ăÜ
Ü,½,220,8819,Ü½
½,Ɓ,189,8820,½Ɓ
Ɓ,Ų,385,8821,ƁŲ
Ų,õ,370,8822,Ųõ
õ,Ą,245,8823,õĄ
Ąù,÷,2503,8824,Ąù÷
÷,û,247,8825,÷û
ûüā,¾,3964,8826,ûüā¾
¾,û,190,8827,¾û
û,ľ,251,8828,ûľ
ľ,Ā,318,8829,ľĀ
Āýþ,Ă,1161,8830,ĀýþĂ
Ăüāÿ,ÿ,6300,8831,Ăüāÿÿ
ÿÿÿÿý,Ā,6812,8832,ÿÿÿÿýĀ
ĀÿÿÿĀ,ý,614,8833,ĀÿÿÿĀý
ýÿÿÿÿ,ā,4466,8834,ýÿÿÿÿā
āÿ,û,620,8835,āÿû
û,â,251,8836,ûâ
âÁ,û,6903,8837,âÁû
ûù,Ă,804,8838,ûùĂ
ĂĆ,ē,2196,8839,ĂĆē
ē,Ę,275,8840,ēĘ
Ę,Ď,280,8841,ĘĎ
ĎĄ,Ā,4015,8842,ĎĄĀ
ĀûĀ,ą,7159,8843,ĀûĀą
ąĆ,ć,4104,8844,ąĆć
ćĆ,ā,833,8845,ćĆā
āþþÿ,ý,5126,8846,āþþÿý
ýÿÿþþ,þ,7605,8847,ýÿÿþþþ
þþþý,ý,2838,8848,þþþýý
ýāĀ,ý,1080,8849,ýāĀý
ýĂ,Ă,813,8850,ýĂĂ
Ăûā,Ā,3171,8851,ĂûāĀ
ĀĀþ,ø,575,8852,ĀĀþø
øö,í,1038,8853,øöí
í,ð,237,8854,íð
ð,æ,240,8855,ðæ
æ,ï,230,8856,æï
ïù,č,1172,8857,ïùč
č,Ĝ,269,8858,čĜ
Ĝ,Ě,284,8859,ĜĚ
Ě,ď,282,8860,Ěď
ď,ą,271,8861,ďą
ąû,ü,2094,8862,ąûü
üþÿþ,ā,3036,8863,üþÿþā
āÿú,ÿ,3075,8864,āÿúÿ
ÿýÿ,ü,4818,8865,ÿýÿü
üÿ,ý,703,8866,üÿý
